UID,VERDICT
0cf426beff061cf1a07ab10c81319d6eb7f489d8,1
fd7805559a15e2786ebb34ffac806c2d0a7d9543,1
bd3dc567cb717f93183969faed58afca7490fdce,0
96d98cc8c7ddb67da984c666bf797aca866a5d34,0
4ec85bfe1da83f30c23d236c99ea1bb6ba5555c3,0
653bd3717fe6bc89f48e090c80f24b4cc1c1d18f,1
3e1c7167e2a6a33b683087bd0c857ce5cd1b7b93,1
34c445fae4823008c79e0a5a766877a2cd6856df,1
f1e46a5101100336a8e8a6d78430fa3f9031a4ba,1
c6d4d610476fec522d700991e069936ffad6cf26,1
747693408f0b653fa293a317d66dcfdae47112ae,1
f56d687ce53658c2cfdda377941585036b535c2f,0
4ed463de43c802252e452415f0318c166675101f,1
fa4207c998a98ce56d43b7f2f657cb3a7e66a894,1
0b7e40f82728c912f9c8a5710e1232d3ee2c0c5b,1
7d9ce35e03ecc1dc5c86fa9a5cab08e42b88b2f0,1
6e0c3afff6009fff22f6f9b6e9f3487f07541c28,1
776c3dea8429bd9980cebf063762dbce549a51bf,1
0cab9fa78b6046fb2b9874d3fe20a77f5acbfba6,1
287f86930e2ab511f6c42fda58bf01f93e357f84,1
44cac93b939a6310026cd8b442a19996ff784c39,1
bc07cdd45689354261030b9c8822f0d1495d873d,1
8f907cf0129c38809382a6b4501cd8b678f5c483,0
ebab3c7b28e6d4d3594eb21a36a5a441089e331c,1
1ffb5403da062ac20f07bc4ab6c548ad70a8c1d1,1
606aeb1d3d9d4d572fcd99f4a441d8069fb7d969,0
460391951b1908b75d683fb1066a87d994e44911,0
a9c663afec170643ff5ee1ebc17191b1fd1c32d1,0
e9aec237562c29c79ebbf5689aa79547691e76a9,1
5a8ce909f58435872bff0b5b39ffe1ba804ea606,1
f1847c4739c197eb4aea6c934cfa1bd7ca343bbe,1
44bd5892cf44c1ef65de40f48665c64dcf29dbcf,1
16bb95187e0ef78ff0458d4c93e1997781886416,1
523bc4372fd0990ff5c2d71d4045b44fb0c21dec,1
df707a2b786aa040088207cfac01c643493daa06,1
18ac908ac2491c82faf0cc108144a47c5a59df4a,1
5328429325d5db0eacfb08074291ff26aaddd2fe,1
c59512450444d32f61aa7dd9fc7e2e65b0775079,1
d37ec8185995a6e9df8cc5565a9fe5babb5acf17,0
e50fbd5bf878122339d1e246ed7db48912503b6f,0
efdf01f99ba3ad475d2223a64b3e9e903c14337f,1
c10142557a4c982d231e2c7ee247d4c8c9be92b7,0
835729939dd43ff94cd847ed7dc8d38d092ba2ea,0
c05196c248a14f0cfcfd7c13a8629646db4c389a,0
a19a85ec2817350a998db701e8532a68b384e4c1,1
90d024631497f707158029332cf8ae7d109f1a35,1
8002f0418dc92487b2f68479a8a2a781ad78a607,1
9aa9732a7423a0df8ea388b7d25334cecbafe412,0
2aea6f57dbbffa56f0eba1faf5dec641f044d628,0
4904c0511e35192bbec77ed62892373531f0b949,0
6e38ed9f4871931cd4f3da62e1acc942dfb5205a,1
2c7250dab6bc13b2535b4075888d84f14894f39d,0
45acc01921ccb7ec90fe7df26ba7cabe8d22c184,0
40b0d33de35545ab99ba1bbe08a6bc0e5ed68b57,0
5e0775304eab5ea529c8ea95f6eefb2fba4cdea6,1
514f4ea3f985078706d87f1ee50bf7d9f4d17c26,1
77ec752946fd8cce5fc684cb998e16c58a48aad9,0
a96bb42afcda33aa5b8e92b201355584bb145173,0
57c01dbbcc160ef0b8fe80e4cafff3fd8fcfa664,1
e2ac4c58db1b8a6ea3fcc0973446c07a75d420af,0
6840025abe5f1e2f8d87d8fe3173cf74604dee0e,1
87f4194d66104ba4ecf41208648432cabc6d5a65,1
9d56aebaf7363774c0507b10cea73030b46f6eeb,1
7deb42414e13bf0859494f856d834d94b084a312,0
35439595746aaade19a643259cb466ad2f0f0fe8,0
73906f556aeca07425a70da9eff80e08ec3e8c99,0
8718f6e2f9f1061d7334608e033c93324eeb32c6,0
de8c3455f3d4ca83dcf9ff0a2708a501cd611202,1
b550c9ae20ea5a41119548169adaf47d5d5c91a2,0
ae4cf9080be589f3804a14cdd2ed0ddda4a664a9,1
8a4f2b406072212de2254e82d45a4139c09c706d,0
536c69841dc39f7972899468d2d0312ec47f2788,0
26f0f1555be736158d8a7cfaa17679261e9a2242,0
8f9e714d60c8335495d7c8cbe82e32a2f1fb74f6,1
9fbca7e33f96519b84ed374d17d068a5c7c7959a,1
69f0601935d05f771ae3f40070041706d1333663,1
9ae708a559ae9d69e721ab2c68cd27fb72394f9a,1
68f40419da318f3a0546838db36285f2fc8cb713,1
447ea3c4ec39b7608f20ef5cbf4b0f008ae6f902,1
81ee2730942653c6e3c2a5b8008a796bec13c6e7,1
cf72d041f9b60482be04c54289f59709b3f8b03e,1
61c46a0d7d778a6f8d780766b6a0b4055129c373,0
17b082d4e6774bab3e7a9ca2a1d0dbcea211a903,1
7c46e86944a9eaceedf7ab0223d6fe05539e216c,0
c198c9e19eb9fd7a5503ffc6a9e9a2165972bd80,0
b016caaf9fe63db5bb0e58f88705f3f1bf7bf650,0
ce44a40ea93901fbe00bf32e945518e656b1eefe,1
680d27f4730ee88692419f029249267eee72a5c0,0
7e880d5311304c1a3869b7aed161ae585b5da523,0
5ebfbe2a8262529e48e63184ff682cab264ff750,0
9c7d8c29adc0d1cac05833414de405b4bbccdebd,1
bf3f684d32f8ea8e80f185522e679d331bf63e79,1
37b6fda4cce296f83f0fe80ad5f37d5ae0925ee4,1
c1981b64c71d2bb4ccc5302804093737c6574074,0
7ad117902a3bb92f6b5bdd5cb240e5d5a86f7886,1
9a0d75f55466847f4dc9445036cf398d2286bfbb,0
def8be3757af377d42c73240864247f3969f31ab,0
a632871137991913dc1ddbdb22c8251a688c73a2,0
6716322737e11f1a2b5ff88124430a2a2a8a854f,1
3139e9f79775d7577c483aa54d7d233534290359,1
f28386c8794b3b44912079952ff22b9fe4ba5311,1
9ea30aa2daba7b99414db489433666ee4597adba,0
2fb0068089d513361e826d65f7763f82214fddb5,0
dcf1ff2ca4caa45aa4e055f461d9ad0c67e850fe,1
d1c67b55a6ab31b3048a04b746f1c1df8a9f4406,0
6a05410ef83ca580f8ad58fcb9dcf536aa177f97,1
6844d76ffea690231da2769482e30bbba4258ab6,0
e6d7abb459850ae5cdd769a1d0ec174b1771e224,1
132897a305d3fe2f07681cbf3fd3ffadaafd9667,0
dd88245f968c6f0499ef73642069c8bb4a69d1a9,0
e52267ac187e9bdde40425a793ee421ab08c5240,1
09067ce6b35f43fd3e9b60979455ce831f93833b,1
dc19b735072f91085dee52191c57bc395d9bc16d,0
e19187daadcf9d76c846f4256106e483032a8c58,0
988b880008a79c7a3fda45fe63e248ddbd6503d5,1
33ff7e160e8a3d838df5595db33986a1b0e5dc7d,1
02ad0c8675d835aed185fdfbb28157864057c284,1
1fc27ee33c979f0abeccb039b910ea4f2b497de3,0
7485cd10ecdbf85a0d831a222e184f8d378db436,0
30f2d1877a686666c4ba7eac2b1b229cda74124d,1
3f63a5806178450e4ed0eeba0a65dc12217610f7,0
c7cccbfa762daddba643db33fd1a807cea8c0b19,1
5cc1afc48e87966cea8925239e9837293207caff,0
30082039b522fbfc6f1662d9469e11ea6045a549,0
093686bbb1a8bb6da9877da1e884a13e094dc0cd,1
4573602f1c161353f55e6e50a53506f57e159f57,0
e46499fa78553e48a58fe8e5fc240a2033681280,0
522cec8681365ea08897d7a7535431b235f65508,0
95fc71f1aad2dd309ffa470f3485d61cc5f6d138,1
1a176e1ff776469e5f6092880a97af874cf06e8d,0
b9b5ce057de71eaa6b6fb73d8e167630c48519fc,0
66901adbdfc8ac8e33c778f6aa712009eaf047f5,0
f3f6264fcc4371c1735e0f9a8b40bcbc96f3ac48,0
f42a1597dc9f9aad6a02481df8cde11edad4b3b4,0
cf5a6211944d9e157c413a62763e33fe4c8dfb42,1
1cb2b5eb4139fa792427a038b7e10d48689da0ac,0
4e02c4d47c5cfadbecfb863c5eed7ef8710ffb50,0
9dc91134f2bb6de77255e7a9125c7e93e4f5218a,0
bc82c679eaad2f4cf75c2a9dedcd294d20b3fe45,1
d47f7bf06a3f15d812bded2cd17d64825dd49993,0
d04c7640b02b9c25b2b17b2fbd743ad09ab1933b,0
dd3b7ec6c26ab4f26c920b85ad8a4e3a9d83a72f,1
34a6d4991e064da17a2ef90a83875234df91735a,1
34519599f7848f854f2d8b0c43f40505201ac3e7,1
aafd71c123f49d462401ff44cf851fca98e5585d,0
59ce1292a0dfa9c303778dfcda91be62561c448f,0
4de1f2d21ccefc0b514015cd4443e2927b5c4916,1
d96f5132bcf8e3c85bad52e4c392a84533561cf5,1
315ba61ddf2ef942a8ea833b18e776af6c29f641,0
7e4c9dcb8e365d20556867ee8781b93a3664e93a,0
afd5f0a80fe3668aeb0d1ce617766c4f23be6269,1
88599359e5d667165e8360ff991c280f8d035907,0
61ddb381443ac2028ffa0c66921c7fccc3be1d31,1
ea380f02f687d18937ee3f3152f4441258607ec2,0
03b5bcf83e88867625dfb0020eb34afd07224c07,0
e8a4eab60ff46e0489c3b08028b11a0712885ab5,0
6efc2ff64740e3c8526b05c1b0f9fae676e7ab3a,1
fc5ab6ff68609a0eaa8cf8f965d53fc42310a1fe,0
e917dfeb503e324f90710de9c611f2a1ecca2ccb,1
d3f323f3515be94708ab6394b0de355d3656d8a3,0
5347a03bd31adc2561508ed57b8439a7b543bb38,0
764560bcc7468505341791e72b722b533825f949,0
f61d587ea7cff8f564daab1ca716899df8310cdb,0
7f867b5bc87b4c0187544f49e6dbc258b22370f8,0
2b0c111786d8a58932be2f4722e1394d157bdf9d,0
258b8c4dcb0b27cfa52fc78c029fc5ba076bf976,1
118cb48e560261e22f6510e93c739ad542cec594,1
2204cf6f91449e9440553af2d7c97faef76df45f,0
c6db472c0df3c9061785fd4b149c3f19205d2943,1
cfa44305ffb891f8e8e0ce6b66bd2fb96142cc10,1
e28bc4386d4af825718dbb846a8f8eadc1f9ba47,0
35a2b2a5f59d0f0c7e28fa3bd3b324aeb5fd1089,1
de267e10b60111ddc6a384208a5b8d256498e577,1
1e5fa5c3c9702730f132d7f09b5618dffad78433,1
29d8849126463d865aeefaf683ee2b21cf257a27,1
16c0f97db69bb609aca317632752741dc2188e7a,0
bf21d8a80d84871b5bba2f2c7bed183cfa024d40,0
bdc8e86636f3d7cef3a1ff523260ce970a381085,1
b19064b20860748687e7ff064e3d45bcb3b898e0,1
ae90f2e2766d182e0bee7ee04c8b57f5e62dec11,0
f4d1c83148d60e1781da331177582cb72923d04e,0
b6a850beed5b5fedf97014e26d28559ed27250aa,0
e2a87b35cc2de1ec928196c795024f7dca9735aa,0
3eb07f36c7be6ee5b284ddef49fb213b408985d1,0
4b750df3cf0a7388e7abc59f6f44637330295c84,0
db12896aaffe753aedb62ed876b13eada5bf95d9,1
33e94eb3398f5ec13790c1a1d04a88e3a1b14012,0
2d7733e6636b9ade52a97e156de096cdea23ce5c,1
cfe767a53fc5224ca634c5530459767f24e46e1b,0
378397e38cd87f23c3272823426bc35cbc796007,1
d6b6056075bd73f06b8285d7e469e22a6b9112e6,1
d044657b3235b6666e854aeb88e7f2aec5b842a0,0
fdbac1d783ea4f047ad1ba762038ad46b82cfd51,0
635f35b724d453d4b8d86b124e064333814f6a57,1
abb02012e212d4c958cc06b8234bc54a25e93f1b,0
290e72944d644783529ad1cac041b8903721c9b3,1
d53e3a88cc5ed942bdeea803c67fec91a8339cd4,0
80607deccd145d475fdab82deea1ca77e32384ae,0
f11bd07829c93b204e8c770173abb184fd8d2edc,1
aa14cba68f549fd9e6d823fa90a6d04214bcec6f,0
5a42175bd6403ccd3352b63400b01ab764ec7c8f,1
4a5306276e2e243d3d9ee0ed331798ce8810a534,1
f67764d02adb0231031de38bd35b722c0fd2dc94,0
fecb92036e172043d76545ac2160bd67f4b6ad67,0
2ddafcb4e3949a1021208bedd1e9ece2ad0e1150,0
068165a70517e9f58012923678a464c999353c50,1
b2e0b430a29fe9befd0d7b7d8ea8192c8f7c5e4a,0
c88ef3c0257be82229047aa6b1dec460356f6cfc,1
25b184a9e3c3fc47682c497db8e9b30306bbee07,0
c509cad36007c4aa16c2410b17a03de614d961a8,1
8a0d025a520bb4dce3022cb398164af72f8dff0e,1
4611c395f4d804ecb163b05285859dd75e2fbbc9,1
dacab569d63bc6f6dc3a9802a0b5cc8daf26f700,1
e7220bb33b0ce7773ba8d8c31036afb10ff4b58a,1
61e67772145db33ad0e686b589148f52c83a727d,0
08a34d16929448739dd58d9408589d75a6453999,1
a1dc42956687b81c5d142a129473389adde81f9d,0
f5e7887c8e11c283a6b60dc3b55ff02c8fb010d0,1
52905a9ef0e0e91798e8cf4f996afbf846d6f68a,1
e25c90ff01a034d7a1951014665281296a504f9d,0
9d8603f011b15dceb93bf94ccd04d4b5c68990ae,0
f2fb578b643fd942db20367c4c119f744fdbeee1,1
e99486b613e8294480fb1bfd55d182e8528e975b,0
8c8faf38f56b93f911e94543d9c2aae9757b47fe,1
f5227c9c16f212bcba3f8b2c225e47e49cfb72be,1
d87c1ad780741f407beb528c0abf697373925bd1,1
0a522fde45e575663c99e40547441bcaf6af6f58,0
ef0557bdb9b58fc154438e92b5556f71cbdf9ccb,1
a53f41451d0a4fb92b9f0ca18ac267e03975b814,1
2c4c55fbb878f9c3e856b233cefd62510eb8b027,0
e321d98d432e27939c63fd3b06b2d7fdc527f334,0
f0ca7daa7f511b1d0836ea80fe5c9da4b742fd7f,1
3569bf0f34a18b79d0ff5c7576ab250d3ce845e4,0
d01c178e65e8fc9989b6f8e89dd5d081ee80a0c6,0
67665ad1f4fac02684ae69b98c40fe7cfe71acc1,0
93269b9911f54ab32a3384f29995aa6059f93061,1
37dac17ad3c82440f4090d350ccb30f0cdb8a642,1
85ffbd4d312708d76c8d4b5161603d78c1a7a5fa,1
83f98456aa0a0c4ccb98289f6e7c170c7a6965e3,0
5ea2677bed1b66dab686d1b83a985487e7973caf,0
f8b88b2266947cc2cab556a1ade95dd7a41d2c76,0
0df0981c9e923c481ad01d358536cc01f8b2561c,0
2cffebd4acb45bb700d5765f41fef934ccf6d30f,1
7f4bdef08d2e09c2d8ed6676155c7efe30b12154,1
c2b99ee2b768a98af6947d2f0aed82c98ef14cc0,0
6c2b03df8b587bea37edc2d6734de112fba39e31,0
8f354ef69c61bd4a24fe4a377846c88ccc2440d5,0
f96301f9bf823609842805fa4a5b0234c5eb426c,1
642b342ac0035e9daa59b69ef0332f0d29078586,1
f008dd623b875af733f61093a6c645e19fea7d3e,0
18452f5bcaf67b7445c81edea5c64a80ae5af2a9,0
bb3eda7b2f19fe49d18c11af8425078cd7bfbe99,1
6e48ae7a44830df9b8c48d2a5cf4283545503a6e,0
4708d064c629882abca6da7541f2bedd3e34df22,1
b246442b63071091e88ded31076fb73fa3313276,0
72437e283d426b44995677891ca22093578405d0,1
a3a88c8e4bbc000a761c7b248d4896bdb07a41d4,0
cf0bfeff68a4f094a0fe2c2510f74a66d313328d,1
5d39b0df92a87fd713b30c34ce9be60bf0f11290,1
e7b097911d5447cdf50eca395221107aec335286,0
e55494cb9fcf81c2ba357008f8c63b1735ed48e0,0
b6a8fc4bc9f6343a886670868a5a1fe5e54f6743,1
bd0208df170008c840c5fd1521404a763d078476,0
87f44e2a314f28fb57bff8810e46679b7a95b225,0
7fd1fdf14658ffa8f504efc5b756fda63a1827cf,0
faa587f18aa86a008a28329bdb210236674fd4df,0
bf06baea3a1903d76f7573028a103f4739fb2b73,0
1f4aea3978fd71df84add894be816cf4ff26b27b,0
102f409237093e86d7d5a034c4cb55c0fe73ccbc,0
965100f515c00cb1439a8be64c47c0f52ebf60d2,0
614335b13060ac68daa56edc66bbf61ab6ccf0b1,0
45fcce13e2ffd8e017616c38a74ec744e24efeb3,1
af427b99a9a375e2fa752c1be380231f9f4c52ad,0
284276c0c4b3849a7589c16c24bd6ca24df2d17e,1
24cd3fd3aa34eb964ab36686a35e0c9067c9d1a4,1
334d3569e4bce4fb39b0da373ed88e9bed6d65d8,0
0392b7795655cb32aa54e766700e1c3390d41a70,0
9857a99e2415e5a7cfe3d6fa6474f518b27d0265,0
03f9a180946e41c652b5676b3a7d6bf9402bd17d,0
4c28470739d490eae24c2d89a695a5cbcc95f55a,0
2bde1c0b794f902b9e7eed72881237d69bb5d63a,0
e789a8441bbf412efde7056b97119137a07d501f,0
5f007bf162e1540017ca51bcbc356c53914f01c7,0
847456fa3eee290a4833f47ac3de4e4dea30c334,0
3f997086a8704cdec743be909b141608cb10595c,1
0baab55fbdff3c97fffdff80184119c97dbddaf4,0
d3748ef890571dfd9498a530b23fdd922f5da6b9,0
970726a452608519f595124f83cad178924b1bc9,1
b038570e16d0bb165f5406d78b32c0dbf97157c7,1
fcf46944e41313d9f0d768aa8f22265d99cc9fac,0
23b7ecc2910986ea0425d89927b72887d37f89b4,0
9d72b0ee7cbb2933b274229545249ec9c9c29ea1,0
aa09b3869c11df40e6285d2cb6764855d63637a2,0
5f5c5baf341cf4f3648e612ea35e4470169d985d,1
1a5afbc2795c7496e5b58a7aa258a30bec896488,0
07319ce4bcafb20e255b66433361da52c19ffd58,1
ccfec2a1bb007248af829c56d127ef88a35ff11a,1
4bd79d3045a85c27a9d715cc1abe1d644752de17,0
f81803b7295e96a0cfb71e5c217f23047a0bdcca,0
11f17050974862f3b0c6a9e8ea5d9ddf87f29a90,0
0e3978d4d350fc5b8f9bd9436adca48379121bac,0
45e089e5baa9af60506b7416ad7c7371b93a4ef2,0
0d75e87dc76a1f3ed5e49d64c5290fba6b80a78b,1
987ba0fcd2c8b38d63a1cb30560f9f227e7d6671,0
c7f665f09b409ec835d4fad258c0c23ee27465ae,0
11ea9d66845297131eb89a85b8346cf6899de29d,0
bd6d66266b4988d5ae0a89995a83ea91b2ffb90c,0
c186e024039cbe6cce9af907b078a0b169b4b219,0
3096109a9e0a2113e35f6adc5704cc93fe1b435c,0
01a9ccbe3a518adbdb2e1d5235fea90ee1976e35,0
3b144bb3544ef06e4db66678a8c4a2d054a1ad98,0
663023309bae98158a22cc62fda695566ccbe8b8,0
e45025418a3d31cc63763b2a4d7aa06c9e304abf,1
a2f29d7162e46d6afd2b0fc52b082580888a2127,0
336a8c91879dc941089d4c6112da8e20160b85ae,0
649ea572799d78939de31fc2370ecc90e6fa9cc0,0
32c9516958325e356252b87e6b09797df22a6e68,0
ee19655c4c2f1c5d30c11dfe7aa5831d255cb450,1
41438be4db5cfd117de27b3db4c96d9398906db2,0
979aa2a8b5bd7618fb6c7aa8593447cda5da683a,0
8abec2e937b81329f41c5e8da48af6e7ac5e1160,0
38a71016f30fcbdefa98b3472198fa85924a5159,0
b30f9bb997e039f6c4cd5cecc32d04e6eb943ec5,1
bb50dd1e97bf9cde52daec01c84c38f25f0561a8,1
32e73c24d020ad559c1f4718a17ecae21cedeb42,1
aca758c4d623d8e87758339aeb28a3cd8fdda048,1
b53d0650c247fd14edcbabba4fcbfbc987da2461,0
f04e98a4da654686d3f53977afa0bab826cd8756,1
c4aa10f30f3095e68f21f1e3c1991d901d36cf22,1
a0b1293ffde2277de3a403d8927c4bf0fb7cee76,0
f14a8d1031bc6ce8466f5976f42b4445065d81e0,0
9fdc0bb3aefe597c2720ae550eb8d6ea351f0b63,0
c91ea1f0d06d96fefefe78e6211713a8ad041086,0
319921892c522ce87c7b7c78b3ed7342014a5a04,1
af4b37ae11568d96dc355bfa6ed4bc99692c6f4e,1
fae184f8b55c21a5140180c6af8da37b5af76312,0
316dedc4360b4eadf6df775543ee3445ac07b5a3,0
1d8c408bcaffb66eb95f0eb162bfba48ad152f85,0
45274c38417e188c402955697829d0463b3326c4,1
bac781288bd72e54584a347c04298207d130e7fd,0
f3897c7e36eeaadacb37866b801f217f360d6c3c,1
12ce0e645dc5573981bb7d7db462a41216c89b3f,1
9ea3559db1aa22da6b7228058a10c47ced3dc551,0
a69170a40b07c6ced52857f0183f8c96fe5c2d98,1
3c56759e1fa2af1e0e53ddcf4f3bf90a2a598995,1
61c9e54b488602b15d948506d8bfccae234741e0,1
32b4321522a59efa1409147fc0c32b5e49745334,0
40bc91ce3b4a9a1253516aa7d78cd42836081380,1
05b23548f4019dc662de1d3f9a7db13305aead11,0
097adcfa9d04482f0bd9312863e4a1aad6a1d498,0
7b0f16a31f6e2b5005418eb144b68af4cf3ac39c,1
cb913ce1d79b054538840862ef51fa7dbda700c9,1
48f3d65b668bece141f0a8dac18119cd15843cc9,0
39f7947fb5b335b4418fc5516129676231986222,1
83643703afd11d84aec1ed416bba3eff22a6376a,0
80b4a6fd65bfc69e7c8cf92628466e4ffed78f94,1
25688a39ce0bbc8bfaa5a866699f55ae8c38b139,0
46550ccd94f0f3bbb18d35ea7038ccb70ec45e33,1
28b2db3d28eea2d35c42898d7ae62cba34a06745,0
99f9da923f1b9f0d90e0acb5d52ea507b7e3c7dc,0
db62824b71c5ddb5a622a7dc7a18c8399c0258b5,0
8d851190c80316d97ce362e9ea896f90dbd1e4c1,0
14ee47547af81336345204e027eeeefc7198f720,0
9d83d36b005b2595b57d59d70c83038398e13557,1
f4f4d44b25e54f4633f58d7fbd351b8b5de32e7d,1
1512d9c9e0aac2f14f88e7162d833145b86a6754,0
1019f8622f35415f3e4467622c199bbf117c5979,0
9ec6365efb6e434590f01f32494b6b87399f3f79,0
7d8543951e042c81c3f740267b29671e31b006bf,1
d6f3c6325053ff49f6982c2fd8a9eb933eb053c2,1
8048280d0dd91f193910f51319f50da2b68deda8,1
a21cf97c583b32435ff51a47a61ab92742558569,0
99d8cca923d2a4bbd6bac9b86877836a0d143a7e,0
07aec5147775750f556daa145281080ecba8edc5,1
f153cfb1104bbc8e70be5e35cc246d363d421ad6,0
72203e4a023ad39190ccafe3d0ce70cb9e7bbc86,1
c71b9bf071451fcb7aad2c911f59573bfa7d294f,0
46265b0ffd9955fe4ab9c0983e26c5cf3f023190,0
0add22b22b1bc6ebc2d48a2571e893cc0064ffba,1
f10b9479b4432b53e1d36e53a05f0c9d6166ec8e,1
3d8010e77d69c07168156baef592334cde4345b3,1
d80c676017d0fc3d2139fc844c3032a253408fa7,1
